"CN","PLT_CN","INVYR","STATECD","COUNTYCD","PLOT","SUBP","MEASYEAR","SOILSPCT","COMPCPCT","TYPRTDCD","TYPCMPCD","TYPAREACD","TYPOTHRCD","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
"56716730010538","60135915010538",2004,10,5,352,1,2004,0,0,,,,,"",2006-08-16,"10538","",,""
"56716731010538","60135915010538",2004,10,5,352,2,2004,0,0,,,,,"",2006-08-16,"10538","",,""
"56716732010538","60135915010538",2004,10,5,352,3,2004,1,0,,,,,"",2006-08-16,"10538","",,""
"56716733010538","60135915010538",2004,10,5,352,4,2004,1,0,,,,,"",2006-08-16,"10538","",,""
"56716951010538","60135641010538",2004,10,5,382,1,2004,1,0,,,,,"",2006-08-16,"10538","",,""
"56716952010538","60135641010538",2004,10,5,382,2,2004,1,0,,,,,"",2006-08-16,"10538","",,""
"56716953010538","60135641010538",2004,10,5,382,3,2004,1,5,0,0,1,0,"",2006-08-16,"10538","",,""
"56716954010538","60135641010538",2004,10,5,382,4,2004,1,0,,,,,"",2006-08-16,"10538","",,""
"56716996010538","60136374010538",2004,10,5,405,1,2004,1,0,,,,,"",2006-08-16,"10538","",,""
"56716997010538","60136374010538",2004,10,5,405,3,2004,1,10,1,0,0,0,"",2006-08-16,"10538","",,""
"56716998010538","60136374010538",2004,10,5,405,4,2004,1,0,,,,,"",2006-08-16,"10538","",,""
"62052687010538","65354281010538",2005,10,1,78,1,2005,5,0,,,,,"",2006-08-16,"10538","",,""
"62052688010538","65354281010538",2005,10,1,78,2,2005,5,0,,,,,"",2006-08-16,"10538","",,""
"62052689010538","65354281010538",2005,10,1,78,3,2005,15,0,,,,,"",2006-08-16,"10538","",,""
"62052690010538","65354281010538",2005,10,1,78,4,2005,25,0,,,,,"",2006-08-16,"10538","",,""
"62052798010538","65354580010538",2005,10,1,133,1,2005,0,0,,,,,"",2006-08-16,"10538","",,""
"62052799010538","65354580010538",2005,10,1,133,2,2005,0,0,,,,,"",2006-08-16,"10538","",,""
"62052800010538","65354580010538",2005,10,1,133,3,2005,0,0,,,,,"",2006-08-16,"10538","",,""
"62052801010538","65354580010538",2005,10,1,133,4,2005,0,0,,,,,"",2006-08-16,"10538","",,""
"62061367010538","65354192010538",2005,10,1,148,1,2005,1,0,,,,,"",2006-08-16,"10538","",,""
"62061368010538","65354192010538",2005,10,1,148,2,2005,1,0,,,,,"",2006-08-16,"10538","",,""
"62061369010538","65354192010538",2005,10,1,148,3,2005,1,5,0,0,1,0,"",2006-08-16,"10538","",,""
"62061370010538","65354192010538",2005,10,1,148,4,2005,0,0,,,,,"",2006-08-16,"10538","",,""
"62052702010538","65354479010538",2005,10,1,198,1,2005,5,0,,,,,"",2006-08-16,"10538","",,""
"62052703010538","65354479010538",2005,10,1,198,2,2005,5,0,,,,,"",2006-08-16,"10538","",,""
"62052704010538","65354479010538",2005,10,1,198,3,2005,5,0,,,,,"",2006-08-16,"10538","",,""
"62052705010538","65354479010538",2005,10,1,198,4,2005,5,0,,,,,"",2006-08-16,"10538","",,""
"62052679010538","65361558010538",2005,10,1,259,1,2005,10,0,,,,,"",2006-08-16,"10538","",,""
"62052680010538","65361558010538",2005,10,1,259,3,2005,1,0,,,,,"",2006-08-16,"10538","",,""
"62052681010538","65361558010538",2005,10,1,259,4,2005,5,0,,,,,"",2006-08-16,"10538","",,""
"62052696010538","65354729010538",2005,10,1,426,3,2005,60,0,,,,,"",2006-08-16,"10538","",,""
"62052807010538","65354774010538",2005,10,1,488,1,2005,45,20,0,0,1,0,"",2006-08-16,"10538","",,""
"62052808010538","65354774010538",2005,10,1,488,2,2005,20,15,0,0,1,0,"",2006-08-16,"10538","",,""
"62052809010538","65354774010538",2005,10,1,488,3,2005,15,0,,,,,"",2006-08-16,"10538","",,""
"62052810010538","65354774010538",2005,10,1,488,4,2005,15,20,0,0,1,0,"",2006-08-16,"10538","",,""
"62052763010538","65356554010538",2005,10,5,65,1,2005,25,0,,,,,"",2006-08-16,"10538","",,""
"62052764010538","65356554010538",2005,10,5,65,2,2005,25,40,0,1,0,0,"",2006-08-16,"10538","",,""
"62052765010538","65356554010538",2005,10,5,65,3,2005,15,0,,,,,"",2006-08-16,"10538","",,""
"62052766010538","65356554010538",2005,10,5,65,4,2005,25,0,,,,,"",2006-08-16,"10538","",,""
"62052745010538","65356968010538",2005,10,5,167,1,2005,0,0,,,,,"",2006-08-16,"10538","",,""
"62052746010538","65356968010538",2005,10,5,167,2,2005,20,0,,,,,"",2006-08-16,"10538","",,""
"62052747010538","65356968010538",2005,10,5,167,3,2005,1,5,0,1,0,0,"",2006-08-16,"10538","",,""
"62052748010538","65356968010538",2005,10,5,167,4,2005,0,0,,,,,"",2006-08-16,"10538","",,""
"62052789010538","65356214010538",2005,10,5,190,1,2005,15,0,,,,,"",2006-08-16,"10538","",,""
"62052790010538","65356214010538",2005,10,5,190,2,2005,5,0,,,,,"",2006-08-16,"10538","",,""
"62052791010538","65356214010538",2005,10,5,190,3,2005,0,0,,,,,"",2006-08-16,"10538","",,""
"62052792010538","65356214010538",2005,10,5,190,4,2005,20,0,,,,,"",2006-08-16,"10538","",,""
"62052772010538","65357146010538",2005,10,5,226,1,2005,0,0,,,,,"",2006-08-16,"10538","",,""
"62052773010538","65357146010538",2005,10,5,226,2,2005,0,0,,,,,"",2006-08-16,"10538","",,""
"62052774010538","65357146010538",2005,10,5,226,3,2005,0,0,,,,,"",2006-08-16,"10538","",,""
"62052661010538","65355954010538",2005,10,5,276,1,2005,0,0,,,,,"",2006-08-16,"10538","",,""
"62052662010538","65355954010538",2005,10,5,276,2,2005,0,0,,,,,"",2006-08-16,"10538","",,""
"62052663010538","65355954010538",2005,10,5,276,3,2005,0,0,,,,,"",2006-08-16,"10538","",,""
"62052664010538","65355954010538",2005,10,5,276,4,2005,95,0,,,,,"",2006-08-16,"10538","",,""
"62052754010538","65356076010538",2005,10,5,340,1,2005,0,0,,,,,"",2006-08-16,"10538","",,""
"62052755010538","65356076010538",2005,10,5,340,2,2005,0,0,,,,,"",2006-08-16,"10538","",,""
"62052756010538","65356076010538",2005,10,5,340,3,2005,5,5,0,0,1,0,"",2006-08-16,"10538","",,""
"62052757010538","65356076010538",2005,10,5,340,4,2005,1,0,,,,,"",2006-08-16,"10538","",,""
"62052720010538","65355698010538",2005,10,5,345,1,2005,5,0,,,,,"",2006-08-16,"10538","",,""
"62052721010538","65355698010538",2005,10,5,345,2,2005,0,0,,,,,"",2006-08-16,"10538","",,""
"62052722010538","65355698010538",2005,10,5,345,3,2005,0,0,,,,,"",2006-08-16,"10538","",,""
"62052723010538","65355698010538",2005,10,5,345,4,2005,5,0,,,,,"",2006-08-16,"10538","",,""
"62052670010538","65356282010538",2005,10,5,377,1,2005,5,0,,,,,"",2006-08-16,"10538","",,""
"62052671010538","65356282010538",2005,10,5,377,2,2005,10,0,,,,,"",2006-08-16,"10538","",,""
"62052672010538","65356282010538",2005,10,5,377,3,2005,10,0,,,,,"",2006-08-16,"10538","",,""
"62052673010538","65356282010538",2005,10,5,377,4,2005,1,0,,,,,"",2006-08-16,"10538","",,""
"62052738010538","65356669010538",2005,10,5,395,1,2005,10,0,,,,,"",2006-08-16,"10538","",,""
"62052739010538","65356669010538",2005,10,5,395,4,2005,0,0,,,,,"",2006-08-16,"10538","",,""
"62052729010538","65355837010538",2005,10,5,410,1,2005,5,0,,,,,"",2006-08-16,"10538","",,""
"62052730010538","65355837010538",2005,10,5,410,2,2005,1,0,,,,,"",2006-08-16,"10538","",,""
"62052731010538","65355837010538",2005,10,5,410,3,2005,0,0,,,,,"",2006-08-16,"10538","",,""
"62052732010538","65355837010538",2005,10,5,410,4,2005,20,0,,,,,"",2006-08-16,"10538","",,""
"62052653010538","65355740010538",2005,10,5,457,1,2005,0,0,,,,,"",2006-08-16,"10538","",,""
"62052654010538","65355740010538",2005,10,5,457,2,2005,0,0,,,,,"",2006-08-16,"10538","",,""
"62052655010538","65355740010538",2005,10,5,457,3,2005,0,0,,,,,"",2006-08-16,"10538","",,""
"62052644010538","65356765010538",2005,10,5,494,1,2005,1,0,,,,,"",2006-08-16,"10538","",,""
"62052645010538","65356765010538",2005,10,5,494,2,2005,5,0,,,,,"",2006-08-16,"10538","",,""
"62052646010538","65356765010538",2005,10,5,494,3,2005,5,10,0,1,0,0,"",2006-08-16,"10538","",,""
"62052647010538","65356765010538",2005,10,5,494,4,2005,1,0,,,,,"",2006-08-16,"10538","",,""
"62052780010538","65356424010538",2005,10,5,595,1,2005,0,0,,,,,"",2006-08-16,"10538","",,""
"62052781010538","65356424010538",2005,10,5,595,2,2005,0,5,0,1,0,0,"",2006-08-16,"10538","",,""
"62052782010538","65356424010538",2005,10,5,595,3,2005,0,0,,,,,"",2006-08-16,"10538","",,""
"62052783010538","65356424010538",2005,10,5,595,4,2005,0,5,0,1,0,0,"",2006-08-16,"10538","",,""
"194047293020004","247050504010661",2012,10,5,269,1,2012,0,0,,,,,"",2013-04-10,"20004","",,""
"194047294020004","247050504010661",2012,10,5,269,2,2012,0,0,,,,,"",2013-04-10,"20004","",,""
"194047295020004","247050504010661",2012,10,5,269,3,2012,0,0,,,,,"",2013-04-10,"20004","",,""
"194047296020004","247050504010661",2012,10,5,269,4,2012,0,0,,,,,"",2013-04-10,"20004","",,""
"194047359020004","247050506010661",2012,10,5,479,1,2012,,,,,,,"",2013-04-10,"20004","",,""
"194047360020004","247050506010661",2012,10,5,479,2,2012,,,,,,,"",2013-04-10,"20004","",,""
"194047361020004","247050506010661",2012,10,5,479,3,2012,,,,,,,"",2013-04-10,"20004","",,""
"194047362020004","247050506010661",2012,10,5,479,4,2012,5,0,,,,,"",2013-04-10,"20004","",,""
"259073070489998","14262960020004",2013,10,5,105,1,2013,0,0,,,,,"",2014-05-12,"489998","",,""
"259073071489998","14262960020004",2013,10,5,105,2,2013,0,0,,,,,"",2014-05-12,"489998","",,""
"259073072489998","14262960020004",2013,10,5,105,3,2013,0,20,0,1,0,0,"",2014-05-12,"489998","",,""
"259073073489998","14262960020004",2013,10,5,105,4,2013,0,20,0,1,0,0,"",2014-05-12,"489998","",,""
"232553999010854","20256107010478",2004,12,1,38,1,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554000010854","20256107010478",2004,12,1,38,2,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554001010854","20256107010478",2004,12,1,38,3,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554002010854","20256107010478",2004,12,1,38,4,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554007010854","20256862010478",2004,12,3,31,1,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554008010854","20256862010478",2004,12,3,31,2,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554009010854","20256862010478",2004,12,3,31,3,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554010010854","20256862010478",2004,12,3,31,4,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"233914415010854","20257547010478",2004,12,5,3,1,2003,1,20,0,1,0,0,"",2010-09-09,"10854","",,""
"233914416010854","20257547010478",2004,12,5,3,2,2003,1,20,0,1,0,0,"",2010-09-09,"10854","",,""
"233914417010854","20257547010478",2004,12,5,3,3,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"233914418010854","20257547010478",2004,12,5,3,4,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554055010854","20257683010478",2004,12,5,23,1,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"232554056010854","20257683010478",2004,12,5,23,2,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554057010854","20257683010478",2004,12,5,23,3,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554058010854","20257683010478",2004,12,5,23,4,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554051010854","20258488010478",2004,12,9,97,1,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554052010854","20258488010478",2004,12,9,97,2,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554053010854","20258488010478",2004,12,9,97,3,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"232554054010854","20258488010478",2004,12,9,97,4,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"233914752010854","20259336010478",2004,12,13,4,1,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"233914753010854","20259336010478",2004,12,13,4,2,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"233914754010854","20259336010478",2004,12,13,4,3,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"233914755010854","20259336010478",2004,12,13,4,4,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"233915043010854","20260044010478",2004,12,17,18,1,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"233915044010854","20260044010478",2004,12,17,18,2,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"233915045010854","20260044010478",2004,12,17,18,3,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"233915046010854","20260044010478",2004,12,17,18,4,2003,5,0,,,,,"",2010-09-09,"10854","",,""
"232554023010854","20260555010478",2004,12,19,11,1,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554024010854","20260555010478",2004,12,19,11,2,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554025010854","20260555010478",2004,12,19,11,3,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554026010854","20260555010478",2004,12,19,11,4,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"233915246010854","20262464010478",2004,12,23,15,1,2003,20,0,,,,,"",2010-09-09,"10854","",,""
"233915247010854","20262464010478",2004,12,23,15,2,2003,5,0,,,,,"",2010-09-09,"10854","",,""
"233915248010854","20262464010478",2004,12,23,15,3,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"233915249010854","20262464010478",2004,12,23,15,4,2003,30,20,0,1,0,0,"",2010-09-09,"10854","",,""
"233915144010854","20262341010478",2004,12,23,46,1,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"233915145010854","20262341010478",2004,12,23,46,2,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"233915146010854","20262341010478",2004,12,23,46,3,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"233915147010854","20262341010478",2004,12,23,46,4,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"232553991010854","20242369010478",2004,12,29,4,1,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232553992010854","20242369010478",2004,12,29,4,2,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232553993010854","20242369010478",2004,12,29,4,3,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232553994010854","20242369010478",2004,12,29,4,4,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554019010854","20242517010478",2004,12,31,11,1,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554020010854","20242517010478",2004,12,31,11,2,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554021010854","20242517010478",2004,12,31,11,3,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554022010854","20242517010478",2004,12,31,11,4,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"233915438010854","20243191010478",2004,12,33,22,1,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"233915439010854","20243191010478",2004,12,33,22,2,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"233915440010854","20243191010478",2004,12,33,22,3,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"233915441010854","20243191010478",2004,12,33,22,4,2003,1,15,0,1,0,0,"",2010-09-09,"10854","",,""
"232553971010854","20244828010478",2004,12,39,32,1,2003,15,0,,,,,"",2010-09-09,"10854","",,""
"232553972010854","20244828010478",2004,12,39,32,2,2003,15,0,,,,,"",2010-09-09,"10854","",,""
"232553973010854","20244828010478",2004,12,39,32,3,2003,15,0,,,,,"",2010-09-09,"10854","",,""
"232553974010854","20244828010478",2004,12,39,32,4,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"232554047010854","20247490010478",2004,12,51,3,1,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"232554048010854","20247490010478",2004,12,51,3,2,2003,10,0,,,,,"",2010-09-09,"10854","",,""
"232554049010854","20247490010478",2004,12,51,3,3,2003,20,0,,,,,"",2010-09-09,"10854","",,""
"232554050010854","20247490010478",2004,12,51,3,4,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"233915610010854","20247760010478",2004,12,53,25,1,2003,5,0,,,,,"",2010-09-09,"10854","",,""
"233915611010854","20247760010478",2004,12,53,25,2,2003,65,40,0,1,0,0,"",2010-09-09,"10854","",,""
"233915612010854","20247760010478",2004,12,53,25,3,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"233915613010854","20247760010478",2004,12,53,25,4,2003,80,50,0,1,0,0,"",2010-09-09,"10854","",,""
"232554043010854","20248419010478",2004,12,55,45,1,2003,10,99,0,0,0,1,"",2010-09-09,"10854","",,""
"232554044010854","20248419010478",2004,12,55,45,2,2003,5,99,0,0,0,1,"",2010-09-09,"10854","",,""
"232554045010854","20248419010478",2004,12,55,45,3,2003,1,99,0,0,0,1,"",2010-09-09,"10854","",,""
"232554046010854","20248419010478",2004,12,55,45,4,2003,10,99,0,0,0,1,"",2010-09-09,"10854","",,""
"233915756010854","20249264010478",2004,12,59,27,1,2003,10,20,0,1,0,0,"",2010-09-09,"10854","",,""
"233915757010854","20249264010478",2004,12,59,27,2,2003,10,20,0,1,0,0,"",2010-09-09,"10854","",,""
"233915758010854","20249264010478",2004,12,59,27,3,2003,1,10,0,1,0,0,"",2010-09-09,"10854","",,""
"233915759010854","20249264010478",2004,12,59,27,4,2003,1,10,0,1,0,0,"",2010-09-09,"10854","",,""
"233915878010854","20249539010478",2004,12,63,18,1,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"233915879010854","20249539010478",2004,12,63,18,2,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"233915880010854","20249539010478",2004,12,63,18,3,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"233915881010854","20249539010478",2004,12,63,18,4,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"235121050010854","20250146010478",2004,12,63,25,1,2003,10,20,1,0,0,0,"",2010-09-09,"10854","",,""
"235121051010854","20250146010478",2004,12,63,25,2,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"235121052010854","20250146010478",2004,12,63,25,3,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"235121053010854","20250146010478",2004,12,63,25,4,2003,25,45,1,0,0,0,"",2010-09-09,"10854","",,""
"233920231010854","20250641010478",2004,12,65,12,1,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"233920232010854","20250641010478",2004,12,65,12,2,2003,10,10,0,1,0,0,"",2010-09-09,"10854","",,""
"233920233010854","20250641010478",2004,12,65,12,3,2003,10,0,,,,,"",2010-09-09,"10854","",,""
"233920234010854","20250641010478",2004,12,65,12,4,2003,5,0,,,,,"",2010-09-09,"10854","",,""
"232553983010854","20252465010478",2004,12,73,27,1,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232553984010854","20252465010478",2004,12,73,27,2,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232553985010854","20252465010478",2004,12,73,27,3,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232553986010854","20252465010478",2004,12,73,27,4,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554003010854","20233591010478",2004,12,75,33,1,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554004010854","20233591010478",2004,12,75,33,2,2003,5,5,1,0,0,0,"",2010-09-09,"10854","",,""
"232554005010854","20233591010478",2004,12,75,33,3,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554006010854","20233591010478",2004,12,75,33,4,2003,1,5,1,0,0,0,"",2010-09-09,"10854","",,""
"232553975010854","20234505010478",2004,12,77,28,1,2003,5,5,1,0,0,0,"",2010-09-09,"10854","",,""
"232553976010854","20234505010478",2004,12,77,28,2,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"232553977010854","20234505010478",2004,12,77,28,3,2003,5,20,1,0,0,0,"",2010-09-09,"10854","",,""
"232553978010854","20234505010478",2004,12,77,28,4,2003,1,5,1,0,0,0,"",2010-09-09,"10854","",,""
"232553979010854","20234320010478",2004,12,77,48,1,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"232553980010854","20234320010478",2004,12,77,48,2,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"232553981010854","20234320010478",2004,12,77,48,3,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"232553982010854","20234320010478",2004,12,77,48,4,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232553987010854","20234959010478",2004,12,79,24,1,2003,5,30,0,1,0,0,"",2010-09-09,"10854","",,""
"232553988010854","20234959010478",2004,12,79,24,2,2003,0,20,0,1,0,0,"",2010-09-09,"10854","",,""
"232553989010854","20234959010478",2004,12,79,24,3,2003,0,20,0,1,0,0,"",2010-09-09,"10854","",,""
"232553990010854","20234959010478",2004,12,79,24,4,2003,5,20,0,1,0,0,"",2010-09-09,"10854","",,""
"232554031010854","20236391010478",2004,12,83,10,1,2003,40,0,,,,,"",2010-09-09,"10854","",,""
"232554032010854","20236391010478",2004,12,83,10,2,2003,50,0,,,,,"",2010-09-09,"10854","",,""
"232554033010854","20236391010478",2004,12,83,10,3,2003,40,0,,,,,"",2010-09-09,"10854","",,""
"232554034010854","20236391010478",2004,12,83,10,4,2003,25,0,,,,,"",2010-09-09,"10854","",,""
"232554011010854","20235963010478",2004,12,83,84,1,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554012010854","20235963010478",2004,12,83,84,2,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554013010854","20235963010478",2004,12,83,84,3,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554014010854","20235963010478",2004,12,83,84,4,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554015010854","20238407010478",2004,12,89,38,1,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"232554016010854","20238407010478",2004,12,89,38,2,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"232554017010854","20238407010478",2004,12,89,38,3,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554018010854","20238407010478",2004,12,89,38,4,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"233920239010854","20353307010478",2004,12,105,81,1,2003,0,10,0,1,0,0,"",2010-09-09,"10854","",,""
"233920240010854","20353307010478",2004,12,105,81,2,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"233920241010854","20353307010478",2004,12,105,81,3,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"233920242010854","20353307010478",2004,12,105,81,4,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554027010854","20354594010478",2004,12,107,22,1,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554028010854","20354594010478",2004,12,107,22,2,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554029010854","20354594010478",2004,12,107,22,3,2003,40,40,0,1,0,0,"",2010-09-09,"10854","",,""
"232554030010854","20354594010478",2004,12,107,22,4,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554035010854","20357525010478",2004,12,119,24,1,2003,0,5,0,0,1,0,"",2010-09-09,"10854","",,""
"232554036010854","20357525010478",2004,12,119,24,2,2003,0,5,0,1,0,0,"",2010-09-09,"10854","",,""
"232554037010854","20357525010478",2004,12,119,24,3,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554038010854","20357525010478",2004,12,119,24,4,2003,0,5,1,0,0,0,"",2010-09-09,"10854","",,""
"232553995010854","20358250010478",2004,12,121,38,1,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"232553996010854","20358250010478",2004,12,121,38,2,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"232553997010854","20358250010478",2004,12,121,38,3,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232553998010854","20358250010478",2004,12,121,38,4,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"233922549010854","20358658010478",2004,12,123,77,1,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"233922550010854","20358658010478",2004,12,123,77,2,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"233922551010854","20358658010478",2004,12,123,77,3,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"233922552010854","20358658010478",2004,12,123,77,4,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554039010854","20361121010478",2004,12,127,45,1,2003,0,10,0,1,0,0,"",2010-09-09,"10854","",,""
"232554040010854","20361121010478",2004,12,127,45,2,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"232554041010854","20361121010478",2004,12,127,45,3,2003,0,5,0,0,0,1,"",2010-09-09,"10854","",,""
"232554042010854","20361121010478",2004,12,127,45,4,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"233922557010854","20363488010478",2004,12,131,23,1,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"233922558010854","20363488010478",2004,12,131,23,2,2003,5,0,,,,,"",2010-09-09,"10854","",,""
"233922559010854","20363488010478",2004,12,131,23,3,2003,1,0,,,,,"",2010-09-09,"10854","",,""
"233922560010854","20363488010478",2004,12,131,23,4,2003,30,20,0,1,0,0,"",2010-09-09,"10854","",,""
"233922567010854","20363777010478",2004,12,133,2,1,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"233922568010854","20363777010478",2004,12,133,2,2,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"233922569010854","20363777010478",2004,12,133,2,3,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"233922570010854","20363777010478",2004,12,133,2,4,2003,0,0,,,,,"",2010-09-09,"10854","",,""
"233924319010854","20364923010478",2006,12,3,44,1,2004,0,0,,,,,"",2010-09-09,"10854","",,""
"233924320010854","20364923010478",2006,12,3,44,2,2004,0,0,,,,,"",2010-09-09,"10854","",,""
"233924321010854","20364923010478",2006,12,3,44,3,2004,10,99,0,0,1,0,"",2010-09-09,"10854","",,""
"233924322010854","20364923010478",2006,12,3,44,4,2004,40,60,0,1,0,0,"",2010-09-09,"10854","",,""
"233924315010854","20366066010478",2006,12,7,26,1,2004,40,40,0,0,1,0,"",2010-09-09,"10854","",,""
"233924316010854","20366066010478",2006,12,7,26,2,2004,10,10,0,0,1,0,"",2010-09-09,"10854","",,""
"233924317010854","20366066010478",2006,12,7,26,3,2004,10,10,0,0,1,0,"",2010-09-09,"10854","",,""
"233924318010854","20366066010478",2006,12,7,26,4,2004,0,0,,,,,"",2010-09-09,"10854","",,""
"233924336010854","20366929010478",2006,12,13,54,1,2004,10,0,,,,,"",2010-09-09,"10854","",,""
"233924337010854","20366929010478",2006,12,13,54,2,2004,10,0,,,,,"",2010-09-09,"10854","",,""
"233924338010854","20366929010478",2006,12,13,54,3,2004,0,0,,,,,"",2010-09-09,"10854","",,""
"233924339010854","20366929010478",2006,12,13,54,4,2004,0,0,,,,,"",2010-09-09,"10854","",,""
"233924340010854","20367564010478",2006,12,15,65,1,2004,20,10,0,0,1,0,"",2010-09-09,"10854","",,""
"233924341010854","20367564010478",2006,12,15,65,2,2004,80,20,1,0,0,0,"",2010-09-09,"10854","",,""
"233924342010854","20367564010478",2006,12,15,65,3,2004,30,50,1,0,0,0,"",2010-09-09,"10854","",,""
"233924343010854","20367564010478",2006,12,15,65,4,2004,0,0,,,,,"",2010-09-09,"10854","",,""
"233924332010854","20368155010478",2006,12,19,48,1,2004,0,0,,,,,"",2010-09-09,"10854","",,""
"233924333010854","20368155010478",2006,12,19,48,2,2004,0,0,,,,,"",2010-09-09,"10854","",,""
