"CN","PLT_CN","INVYR","STATECD","COUNTYCD","PLOT","MEASDAY","MEASMON","MEASYEAR","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
"5387694010690","5387552010690",2005,16,49,82745,31,8,2005,"",2011-08-25,"10690","",2014-06-30,"489998"
"5401994010690","31703098010690",2005,16,49,83335,24,8,2005,"",2011-08-25,"10690","",2014-06-30,"489998"
"5402413010690","31703304010690",2005,16,49,84669,23,8,2005,"",2011-08-25,"10690","",2014-06-30,"489998"
"5388896010690","5388803010690",2005,16,49,85074,10,8,2005,"",2011-08-25,"10690","",2014-06-30,"489998"
"5390050010690","5389919010690",2005,16,49,86597,20,9,2005,"",2011-08-25,"10690","",2014-06-30,"489998"
"5390904010690","5390795010690",2005,16,49,88475,12,7,2005,"",2011-08-25,"10690","",2014-06-30,"489998"
"5402541010690","31703334010690",2005,16,49,88833,29,7,2005,"",2011-08-25,"10690","",2014-06-30,"489998"
"5392019010690","5391929010690",2005,16,55,88980,12,8,2005,"",2011-08-25,"10690","",2014-06-30,"489998"
"273519513489998","40391332010690",2013,16,79,81978,22,8,2013,"",2014-08-07,"489998","",2014-08-11,"489998"
"273527599489998","40391376010690",2013,16,79,85490,11,6,2013,"",2014-08-07,"489998","",2014-08-12,"489998"
"325209562489998","40391411010690",2013,16,81,83415,10,10,2014,"",2015-05-12,"489998","",2015-05-12,"489998"
"273522414489998","40391510010690",2013,16,85,85730,11,9,2013,"",2014-08-07,"489998","",2014-08-11,"489998"
"325582782489998","188770909020004",2014,16,23,80833,14,6,2014,"",2015-05-20,"489998","",2015-05-20,"489998"
"5399603010690","31702139010690",2004,16,3,88778,15,7,2004,"",2011-08-25,"10690","",2014-06-30,"489998"
"5368660010690","4716087010690",2004,16,7,88761,30,8,2004,"",2011-08-25,"10690","",2014-06-30,"489998"
"42393423010690","31702190010690",2004,16,11,87202,30,8,2004,"",2011-08-25,"10690","",2014-06-30,"489998"
"5399911010690","31702220010690",2004,16,13,88111,15,9,2004,"",2011-08-25,"10690","",2014-06-30,"489998"
"5369089010690","4717583010690",2004,16,15,81140,20,9,2004,"",2011-08-25,"10690","",2014-06-30,"489998"
"5369240010690","4717947010690",2004,16,15,86081,29,6,2004,"",2011-08-25,"10690","",2014-06-30,"489998"
"5400231010690","31702340010690",2004,16,17,83439,30,6,2004,"",2011-08-25,"10690","",2014-06-30,"489998"
"5400365010690","31702426010690",2004,16,19,84965,1,9,2004,"",2011-08-25,"10690","",2014-06-30,"489998"
"5369619010690","4719667010690",2004,16,21,81011,25,6,2004,"",2011-08-25,"10690","",2014-06-30,"489998"
"5369728010690","4719892010690",2004,16,21,81970,13,7,2004,"",2011-08-25,"10690","",2014-06-30,"489998"
"5400736010690","31702616010690",2004,16,29,84038,31,8,2004,"",2011-08-25,"10690","",2014-06-30,"489998"
"5370535010690","4722278010690",2004,16,35,80255,21,7,2004,"",2011-08-25,"10690","",2014-06-30,"489998"
"5370688010690","4722860010690",2004,16,35,83138,8,9,2004,"",2011-08-25,"10690","",2014-06-30,"489998"
"5401196010690","31702808010690",2004,16,37,84442,17,9,2004,"",2011-08-25,"10690","",2014-06-30,"489998"
"5370988010690","4724109010690",2004,16,37,85745,13,8,2004,"",2011-08-25,"10690","",2014-06-30,"489998"
"5401284010690","31702861010690",2004,16,39,80346,14,9,2004,"",2011-08-25,"10690","",2014-06-30,"489998"
"5371477010690","4725708010690",2004,16,43,80150,31,8,2004,"",2011-08-25,"10690","",2014-06-30,"489998"
"5401554010690","31702964010690",2004,16,45,86950,30,6,2004,"",2011-08-25,"10690","",2014-06-30,"489998"
"5371780010690","4726500010690",2004,16,49,80045,17,8,2004,"",2011-08-25,"10690","",2014-06-30,"489998"
"5401635010690","31702992010690",2004,16,49,80175,7,9,2004,"",2011-08-25,"10690","",2014-10-31,"489998"
"5371952010690","4727055010690",2004,16,49,81553,30,7,2004,"",2011-08-25,"10690","",2014-06-30,"489998"
"5401878010690","31703075010690",2004,16,49,82071,3,8,2004,"",2011-08-25,"10690","",2014-10-31,"489998"
"5372046010690","4727163010690",2004,16,49,82336,31,8,2004,"",2011-08-25,"10690","",2014-06-30,"489998"
"5402114010690","31703143010690",2004,16,49,83844,17,8,2004,"",2011-08-25,"10690","",2014-06-30,"489998"
"5372199010690","4727851010690",2004,16,49,83913,24,8,2004,"",2011-08-25,"10690","",2014-10-31,"489998"
"5402324010690","31703206010690",2004,16,49,84457,12,8,2004,"",2011-08-25,"10690","",2014-06-30,"489998"
"5402758010690","31703414010690",2005,16,57,84141,27,7,2005,"",2011-08-25,"10690","",2014-06-30,"489998"
"5402849010690","31703433010690",2005,16,57,85633,8,8,2005,"",2011-08-25,"10690","",2014-06-30,"489998"
"5403566010690","31703720010690",2005,16,59,84308,13,7,2005,"",2011-08-25,"10690","",2014-06-30,"489998"
"5403738010690","31703811010690",2005,16,59,87828,19,7,2005,"",2011-08-25,"10690","",2014-06-30,"489998"
"5395290010690","5395243010690",2005,16,73,83350,1,9,2005,"",2011-08-25,"10690","",2014-06-30,"489998"
"5404000010690","31703880010690",2005,16,79,80522,28,7,2005,"",2011-08-25,"10690","",2014-06-30,"489998"
"5404097010690","31703904010690",2005,16,79,80661,8,9,2005,"",2011-08-25,"10690","",2014-06-30,"489998"
"5404179010690","31703930010690",2005,16,79,82565,26,7,2005,"",2011-08-25,"10690","",2014-06-30,"489998"
"5404300010690","31703950010690",2005,16,79,83756,19,7,2005,"",2011-08-25,"10690","",2014-06-30,"489998"
"5404405010690","31704005010690",2005,16,85,80253,27,7,2005,"",2011-08-25,"10690","",2014-06-30,"489998"
"5404497010690","31704030010690",2005,16,85,83268,25,8,2005,"",2011-08-25,"10690","",2014-06-30,"489998"
"5404624010690","31704064010690",2005,16,85,84501,23,8,2005,"",2011-08-25,"10690","",2014-06-30,"489998"
"5404884010690","31704176010690",2005,16,85,87710,1,8,2005,"",2011-08-25,"10690","",2014-06-30,"489998"
"11791719010690","11791651010690",2006,16,13,80908,1,8,2006,"",2011-08-25,"10690","",2014-06-30,"489998"
"11792453010690","11792377010690",2006,16,15,82342,7,6,2006,"",2011-08-25,"10690","",2014-06-30,"489998"
"11792687010690","11792606010690",2006,16,15,84849,12,7,2006,"",2011-08-25,"10690","",2014-06-30,"489998"
"11793437010690","11793320010690",2006,16,17,84216,10,7,2006,"",2011-08-25,"10690","",2014-06-30,"489998"
"11793857010690","11793746010690",2006,16,17,86896,31,7,2006,"",2011-08-25,"10690","",2014-06-30,"489998"
"11796604010690","11796518010690",2006,16,31,87495,6,6,2006,"",2011-08-25,"10690","",2014-06-30,"489998"
"11797521010690","11797411010690",2006,16,35,81724,13,6,2006,"",2011-08-25,"10690","",2014-06-30,"489998"
"11797787010690","11797685010690",2006,16,35,83041,15,8,2006,"",2011-08-25,"10690","",2014-06-30,"489998"
"11798591010690","11798477010690",2006,16,35,88494,25,7,2006,"",2011-08-25,"10690","",2014-06-30,"489998"
"11798794010690","11798650010690",2006,16,37,80002,31,5,2006,"",2011-08-25,"10690","",2014-06-30,"489998"
"11800775010690","11800728010690",2006,16,39,85619,28,8,2006,"",2011-08-25,"10690","",2014-06-30,"489998"
"11802952010690","11802806010690",2006,16,49,82808,14,8,2006,"",2011-08-25,"10690","",2014-06-30,"489998"
"11803641010690","11803502010690",2006,16,49,84246,30,6,2006,"",2011-08-25,"10690","",2014-06-30,"489998"
"11805130010690","11805005010690",2006,16,49,88353,27,7,2006,"",2011-08-25,"10690","",2014-10-31,"489998"
"11807083010690","11807017010690",2006,16,59,82397,19,6,2006,"",2011-08-25,"10690","",2014-06-30,"489998"
"11810857010690","11810747010690",2006,16,79,81377,15,6,2006,"",2011-08-25,"10690","",2014-06-30,"489998"
"11811293010690","11811193010690",2006,16,79,83598,19,6,2006,"",2011-08-25,"10690","",2014-06-30,"489998"
"11811508010690","11811425010690",2006,16,79,84581,14,7,2006,"",2011-08-25,"10690","",2014-06-30,"489998"
"11812121010690","11811964010690",2006,16,79,87532,26,7,2006,"",2011-08-25,"10690","",2014-06-30,"489998"
"11813479010690","11813357010690",2006,16,85,85067,14,7,2006,"",2011-08-25,"10690","",2014-06-30,"489998"
"11813641010690","11813546010690",2006,16,85,85644,27,6,2006,"",2011-08-25,"10690","",2014-06-30,"489998"
"11814251010690","11814120010690",2006,16,85,88221,8,8,2006,"",2011-08-25,"10690","",2014-06-30,"489998"
"12267430010690","12267365010690",2007,16,3,83803,11,7,2007,"",2011-08-25,"10690","",2014-06-30,"489998"
"12267646010690","12267555010690",2007,16,3,86906,12,7,2007,"",2011-08-25,"10690","",2014-06-30,"489998"
"12268466010690","12268332010690",2007,16,9,83714,2,7,2007,"",2011-08-25,"10690","",2014-06-30,"489998"
"12270427010690","12270327010690",2007,16,17,80174,29,6,2007,"",2011-08-25,"10690","",2014-06-30,"489998"
"12272301010690","12272160010690",2007,16,21,83131,30,7,2007,"",2011-08-25,"10690","",2014-06-30,"489998"
"12274363010690","12274280010690",2007,16,33,80364,2,7,2007,"",2011-08-25,"10690","",2014-06-30,"489998"
"12275787010690","12275709010690",2007,16,37,80369,10,8,2007,"",2011-08-25,"10690","",2014-06-30,"489998"
"12276114010690","12276080010690",2007,16,37,81934,8,8,2007,"",2011-08-25,"10690","",2014-06-30,"489998"
"12278721010690","12278627010690",2007,16,49,80489,24,7,2007,"",2011-08-25,"10690","",2014-06-30,"489998"
"12279432010690","12279305010690",2007,16,49,82409,27,6,2007,"",2011-08-25,"10690","",2014-06-30,"489998"
"12280378010690","12280256010690",2007,16,49,84722,15,8,2007,"",2011-08-25,"10690","",2014-06-30,"489998"
"12282286010690","12282217010690",2007,16,55,83003,18,6,2007,"",2011-08-25,"10690","",2014-06-30,"489998"
"12282906010690","12282827010690",2007,16,59,80246,25,7,2007,"",2011-08-25,"10690","",2014-06-30,"489998"
"12283129010690","12283079010690",2007,16,59,80984,30,7,2007,"",2011-08-25,"10690","",2014-06-30,"489998"
"12283935010690","12283823010690",2007,16,59,84905,27,7,2007,"",2011-08-25,"10690","",2014-06-30,"489998"
"12284175010690","12284104010690",2007,16,59,85385,26,7,2007,"",2011-08-25,"10690","",2014-06-30,"489998"
"12284733010690","12284616010690",2007,16,59,88502,9,8,2007,"",2011-08-25,"10690","",2014-06-30,"489998"
"12288532010690","12288441010690",2007,16,79,88369,19,6,2007,"",2011-08-25,"10690","",2014-06-30,"489998"
"12289705010690","12289622010690",2007,16,85,84367,13,7,2007,"",2011-08-25,"10690","",2014-06-30,"489998"
"31351413010690","12290222010690",2007,16,85,87780,7,9,2008,"",2011-08-25,"10690","",2014-06-30,"489998"
"31353131010690","31352998010690",2008,16,9,86898,10,7,2008,"",2011-08-25,"10690","",2014-06-30,"489998"
"31353377010690","31353344010690",2008,16,11,84598,24,6,2008,"",2011-08-25,"10690","",2014-06-30,"489998"
"31353814010690","31353747010690",2008,16,13,84672,10,8,2008,"",2011-08-25,"10690","",2014-06-30,"489998"
"31354979010690","31354901010690",2008,16,17,82619,11,8,2008,"",2011-08-25,"10690","",2014-06-30,"489998"
"31355721010690","31355608010690",2008,16,19,81633,12,7,2008,"",2011-08-25,"10690","",2014-06-30,"489998"
"31355897010690","31355848010690",2008,16,19,84755,11,7,2008,"",2011-08-25,"10690","",2014-06-30,"489998"
"31356716010690","31356649010690",2008,16,21,87127,23,6,2008,"",2011-08-25,"10690","",2014-06-30,"489998"
"31357626010690","31357565010690",2008,16,29,84073,13,7,2008,"",2011-08-25,"10690","",2014-06-30,"489998"
"31358383010690","31358314010690",2008,16,33,83144,24,8,2008,"",2011-08-25,"10690","",2014-06-30,"489998"
"31360403010690","31360349010690",2008,16,37,82958,28,6,2008,"",2011-08-25,"10690","",2014-06-30,"489998"
"31361480010690","31361395010690",2008,16,39,84177,9,8,2008,"",2011-08-25,"10690","",2014-06-30,"489998"
"31361782010690","31361719010690",2008,16,41,83287,14,7,2008,"",2011-08-25,"10690","",2014-06-30,"489998"
"31362399010690","31362279010690",2008,16,43,84707,10,7,2008,"",2011-08-25,"10690","",2014-06-30,"489998"
"31362970010690","31362902010690",2008,16,49,80107,26,8,2008,"",2011-08-25,"10690","",2014-06-30,"489998"
"31364488010690","31364362010690",2008,16,49,83712,23,7,2008,"",2011-08-25,"10690","",2014-06-30,"489998"
"31365019010690","31364941010690",2008,16,49,85023,6,8,2008,"",2011-08-25,"10690","",2014-06-30,"489998"
"31365398010690","31365330010690",2008,16,49,85659,3,9,2008,"",2011-08-25,"10690","",2014-06-30,"489998"
"31366803010690","31366720010690",2008,16,49,88845,22,7,2008,"",2011-08-25,"10690","",2014-06-30,"489998"
"31367690010690","31367645010690",2008,16,55,88461,24,6,2008,"",2011-08-25,"10690","",2014-06-30,"489998"
"31368562010690","31368458010690",2008,16,59,82271,17,9,2008,"",2011-08-25,"10690","",2014-06-30,"489998"
"31370077010690","31370019010690",2008,16,69,85943,24,7,2008,"",2011-08-25,"10690","",2014-06-30,"489998"
"31370895010690","31370835010690",2008,16,73,85348,8,8,2008,"",2011-08-25,"10690","",2014-06-30,"489998"
"31372673010690","31372581010690",2008,16,79,85034,9,7,2008,"",2011-08-25,"10690","",2014-06-30,"489998"
"31372834010690","31372681010690",2008,16,79,85708,7,7,2008,"",2011-08-25,"10690","",2014-06-30,"489998"
"31374257010690","31374173010690",2008,16,85,84436,17,7,2008,"",2011-08-25,"10690","",2014-06-30,"489998"
"31374366010690","31374289010690",2008,16,85,84638,6,8,2008,"",2011-08-25,"10690","",2014-06-30,"489998"
"31374778010690","31374716010690",2008,16,85,86869,7,8,2008,"",2011-08-25,"10690","",2014-06-30,"489998"
"39506755010690","35370931010690",2009,16,3,88778,24,7,2009,"",2011-08-25,"10690","",2014-06-30,"489998"
"42393424010690","35371016010690",2009,16,11,87202,9,7,2009,"",2011-08-25,"10690","",2014-06-30,"489998"
"39508232010690","35371069010690",2009,16,13,88111,1,6,2009,"",2011-08-25,"10690","",2014-06-30,"489998"
"39508947010690","35371177010690",2009,16,17,83439,21,5,2009,"",2011-08-25,"10690","",2014-06-30,"489998"
"39510059010690","35371221010690",2009,16,19,84965,12,7,2009,"",2011-08-25,"10690","",2014-06-30,"489998"
"39511956010690","35371376010690",2009,16,29,84038,8,7,2009,"",2011-08-25,"10690","",2014-06-30,"489998"
"39514635010690","35371594010690",2009,16,37,84442,19,8,2009,"",2011-08-25,"10690","",2014-06-30,"489998"
"39515723010690","35371668010690",2009,16,39,80346,26,7,2009,"",2011-08-25,"10690","",2014-06-30,"489998"
"39516986010690","35371760010690",2009,16,45,86950,25,7,2009,"",2011-08-25,"10690","",2014-06-30,"489998"
"39517200010690","35371868010690",2009,16,49,80175,28,5,2009,"",2011-08-25,"10690","",2014-10-31,"489998"
"39517999010690","35371788010690",2009,16,49,82071,27,7,2009,"",2011-08-25,"10690","",2014-06-30,"489998"
"39518601010690","35371893010690",2009,16,49,83844,17,8,2009,"",2011-08-25,"10690","",2014-06-30,"489998"
"39519070010690","35371809010690",2009,16,49,84457,24,6,2009,"",2011-08-25,"10690","",2014-06-30,"489998"
"39521164010690","35372014010690",2009,16,55,80605,11,6,2009,"",2011-08-25,"10690","",2014-06-30,"489998"
"39522181010690","35372050010690",2009,16,57,87614,16,6,2009,"",2011-08-25,"10690","",2014-06-30,"489998"
"39522385010690","35372130010690",2009,16,59,80394,1,9,2009,"",2011-08-25,"10690","",2014-06-30,"489998"
"39522512010690","35372087010690",2009,16,59,80975,4,9,2009,"",2011-08-25,"10690","",2014-06-30,"489998"
"39523054010690","35372070010690",2009,16,59,83532,30,5,2009,"",2011-08-25,"10690","",2014-06-30,"489998"
"39523520010690","35372108010690",2009,16,59,86263,23,8,2009,"",2011-08-25,"10690","",2014-06-30,"489998"
"39524079010690","35372105010690",2009,16,59,88543,2,9,2009,"",2011-08-25,"10690","",2014-06-30,"489998"
"39525979010690","35372454010690",2009,16,77,87622,28,6,2009,"",2011-08-25,"10690","",2014-06-30,"489998"
"39529364010690","35372642010690",2009,16,85,87231,22,7,2009,"",2011-08-25,"10690","",2014-06-30,"489998"
"42492756010690","37275414010690",2010,16,3,80789,2,9,2010,"",2011-08-25,"10690","",2014-06-30,"489998"
"42495797010690","37275484010690",2010,16,11,80142,27,6,2010,"",2011-08-25,"10690","",2014-06-30,"489998"
"42496173010690","37275493010690",2010,16,13,87525,30,9,2010,"",2011-08-25,"10690","",2014-06-30,"489998"
"42496784010690","37275520010690",2010,16,15,85196,29,9,2010,"",2011-08-25,"10690","",2014-06-30,"489998"
"42499009010690","37275550010690",2010,16,17,83110,26,7,2010,"",2011-08-25,"10690","",2014-06-30,"489998"
"42500622010690","37275583010690",2010,16,21,83764,10,6,2010,"",2011-08-25,"10690","",2014-06-30,"489998"
"42501367010690","37275589010690",2010,16,21,85285,2,6,2010,"",2011-08-25,"10690","",2014-06-30,"489998"
"42502518010690","37275644010690",2010,16,29,85993,17,10,2010,"",2011-08-25,"10690","",2014-06-30,"489998"
"42507329010690","37275720010690",2010,16,35,83965,19,7,2010,"",2011-08-25,"10690","",2014-06-30,"489998"
"42505802010690","37275709010690",2010,16,35,87538,8,6,2010,"",2011-08-25,"10690","",2014-06-30,"489998"
"42511385010690","37275832010690",2010,16,43,81052,20,9,2010,"",2011-08-25,"10690","",2014-06-30,"489998"
"42517920010690","37275920010690",2010,16,49,80707,7,7,2010,"",2011-08-25,"10690","",2014-06-30,"489998"
"42514496010690","37275886010690",2010,16,49,83335,29,6,2010,"",2011-08-25,"10690","",2014-06-30,"489998"
"42516296010690","37275908010690",2010,16,49,84669,23,6,2010,"",2011-08-25,"10690","",2014-06-30,"489998"
"42519136010690","37275937010690",2010,16,49,88833,31,8,2010,"",2011-08-25,"10690","",2014-06-30,"489998"
"42522502010690","37275992010690",2010,16,57,84141,9,6,2010,"",2011-08-25,"10690","",2014-06-30,"489998"
"42521590010690","37275984010690",2010,16,57,85633,21,6,2010,"",2011-08-25,"10690","",2014-06-30,"489998"
"42523794010690","37276005010690",2010,16,59,84308,19,10,2010,"",2011-08-25,"10690","",2014-06-30,"489998"
"42524240010690","37276012010690",2010,16,59,87828,18,10,2010,"",2011-08-25,"10690","",2014-06-30,"489998"
"42529333010690","37276219010690",2010,16,79,80522,25,6,2010,"",2011-08-25,"10690","",2014-06-30,"489998"
"42528690010690","37276215010690",2010,16,79,80661,24,6,2010,"",2011-08-25,"10690","",2014-06-30,"489998"
"42530639010690","37276228010690",2010,16,79,82565,12,7,2010,"",2011-08-25,"10690","",2014-06-30,"489998"
"42527971010690","37276210010690",2010,16,79,83756,26,5,2010,"",2011-08-25,"10690","",2014-06-30,"489998"
"42533909010690","37276285010690",2010,16,85,80253,30,8,2010,"",2011-08-25,"10690","",2014-06-30,"489998"
"42534694010690","37276292010690",2010,16,85,83268,4,9,2010,"",2011-08-25,"10690","",2014-06-30,"489998"
"42531840010690","37276263010690",2010,16,85,87710,1,9,2010,"",2011-08-25,"10690","",2014-06-30,"489998"
"195350178020004","40389077010690",2012,16,5,83999,11,7,2012,"",2013-04-18,"20004","",2014-06-30,"489998"
"195350520020004","40389117010690",2012,16,7,84756,10,7,2012,"",2013-04-18,"20004","",2014-06-30,"489998"
"195352185020004","40389312010690",2012,16,15,86414,11,9,2012,"",2013-04-18,"20004","",2014-06-30,"489998"
"195352774020004","40389334010690",2012,16,15,87439,7,6,2012,"",2013-04-18,"20004","",2014-06-30,"489998"
"195356750020004","40389537010690",2012,16,23,82845,21,9,2012,"",2013-04-18,"20004","",2014-06-30,"489998"
"272347372489998","40389906010690",2012,16,35,80792,16,8,2013,"",2014-07-31,"489998","",2014-08-05,"489998"
"195360882020004","40389931010690",2012,16,35,84555,30,4,2012,"",2013-04-18,"20004","",2014-06-30,"489998"
"195358968020004","40389864010690",2012,16,35,88964,27,9,2012,"",2013-04-18,"20004","",2014-06-30,"489998"
"195362001020004","40390015010690",2012,16,37,82914,18,9,2012,"",2013-04-18,"20004","",2014-06-30,"489998"
"195361488020004","40389977010690",2012,16,37,85239,14,6,2012,"",2013-04-18,"20004","",2014-06-30,"489998"
"261249268489998","221559056020004",2012,16,37,89312,27,9,2013,"",2014-06-30,"489998","",,""
"195363319020004","40390107010690",2012,16,39,84938,25,9,2012,"",2013-04-18,"20004","",2014-06-30,"489998"
"195363619020004","40390121010690",2012,16,39,85159,5,6,2012,"",2013-04-18,"20004","",2014-06-30,"489998"
"195364473020004","40390233010690",2012,16,43,87969,16,10,2012,"",2013-04-18,"20004","",2014-06-30,"489998"
"195366176020004","40390367010690",2012,16,49,82187,19,9,2012,"",2013-04-18,"20004","",2014-06-30,"489998"
"195368451020004","40390470010690",2012,16,49,84532,26,9,2012,"",2013-04-18,"20004","",2014-06-30,"489998"
"195367252020004","40390417010690",2012,16,49,86202,21,7,2012,"",2013-04-18,"20004","",2014-06-30,"489998"
"272347218489998","40390469010690",2012,16,49,87743,21,6,2013,"",2014-07-31,"489998","",2014-08-05,"489998"
"195369509020004","40390514010690",2012,16,49,88550,23,7,2012,"",2013-04-18,"20004","",2014-06-30,"489998"
"195372128020004","40390660010690",2012,16,55,81193,11,4,2012,"",2013-04-18,"20004","",2014-06-30,"489998"
"195372294020004","40390675010690",2012,16,57,81244,10,9,2012,"",2013-04-18,"20004","",2014-06-30,"489998"
"195375415020004","40390924010690",2012,16,65,80044,17,9,2012,"",2013-04-18,"20004","",2014-06-30,"489998"
"195375993020004","40391062010690",2012,16,73,85618,8,6,2012,"",2013-04-18,"20004","",2014-06-30,"489998"
"195376309020004","40391253010690",2012,16,73,86181,25,7,2012,"",2013-04-18,"20004","",2014-06-30,"489998"
"195376259020004","40391158010690",2012,16,73,87610,27,7,2012,"",2013-04-18,"20004","",2014-06-30,"489998"
"195378176020004","40391382010690",2012,16,79,80734,2,7,2012,"",2013-04-18,"20004","",2014-06-30,"489998"
"195376819020004","40391337010690",2012,16,79,82942,11,6,2012,"",2013-04-18,"20004","",2014-06-30,"489998"
"195378322020004","40391384010690",2012,16,79,87700,3,7,2012,"",2013-04-18,"20004","",2014-06-30,"489998"
"195380421020004","40391526010690",2012,16,85,81225,1,5,2012,"",2013-04-18,"20004","",2014-06-30,"489998"
"195379402020004","40391495010690",2012,16,85,88722,12,6,2012,"",2013-04-18,"20004","",2014-06-30,"489998"
"273525829489998","40389034010690",2013,16,3,83715,27,8,2013,"",2014-08-07,"489998","",2014-08-11,"489998"
"273503394489998","40389085010690",2013,16,5,84270,31,10,2013,"",2014-08-07,"489998","",2014-08-11,"489998"
"273500649489998","40389244010690",2013,16,13,81642,25,9,2013,"",2014-08-07,"489998","",2014-08-11,"489998"
"273500237489998","40389221010690",2013,16,13,82279,20,6,2013,"",2014-08-07,"489998","",2014-08-11,"489998"
"273502326489998","40389336010690",2013,16,15,81919,4,6,2013,"",2014-08-07,"489998","",2014-08-11,"489998"
"273501661489998","40389305010690",2013,16,15,82572,27,8,2013,"",2014-08-07,"489998","",2014-08-11,"489998"
"273517367489998","40389936010690",2013,16,35,80950,25,9,2013,"",2014-08-07,"489998","",2014-08-11,"489998"
"273516721489998","40389921010690",2013,16,35,82919,14,8,2013,"",2014-08-07,"489998","",2014-08-11,"489998"
"273511101489998","40389866010690",2013,16,35,83490,11,9,2013,"",2014-08-07,"489998","",2014-08-12,"489998"
"273505362489998","40390062010690",2013,16,37,81753,18,6,2013,"",2014-08-07,"489998","",2014-08-11,"489998"
"273525233489998","40390052010690",2013,16,37,84034,2,7,2013,"",2014-08-07,"489998","",2014-08-11,"489998"
"273520301489998","40389998010690",2013,16,37,87062,10,7,2013,"",2014-08-07,"489998","",2014-08-11,"489998"
"273513862489998","40390452010690",2013,16,49,80801,3,7,2013,"",2014-08-07,"489998","",2014-08-11,"489998"
"273518262489998","40390524010690",2013,16,49,82433,2,7,2013,"",2014-08-07,"489998","",2014-08-11,"489998"
"273516990489998","40390516010690",2013,16,49,83010,23,8,2013,"",2014-08-07,"489998","",2014-08-11,"489998"
"273510417489998","40390448010690",2013,16,49,84990,23,6,2013,"",2014-08-07,"489998","",2014-08-12,"489998"
"273508747489998","40390672010690",2013,16,55,83358,24,5,2013,"",2014-08-07,"489998","",2014-08-11,"489998"
"273518745489998","40390845010690",2013,16,59,80214,12,6,2013,"",2014-08-07,"489998","",2014-08-11,"489998"
"273518676489998","40390840010690",2013,16,59,85181,11,6,2013,"",2014-08-07,"489998","",2014-08-11,"489998"
"76467641010538","66671950010661",2001,17,51,20108,2,7,2001,"",2007-11-29,"10661","",2014-10-31,"489998"
"76467643010538","66747481010661",2001,17,81,20066,25,6,2001,"",2007-11-29,"10661","",2014-10-31,"489998"
"76467644010538","66751026010661",2001,17,87,20026,19,6,2001,"",2007-11-29,"10661","",2014-10-31,"489998"
"76467646010538","66720069010661",2001,17,95,20118,21,7,2001,"",2007-11-29,"10661","",2014-10-31,"489998"
"76467647010538","66721043010661",2001,17,97,20032,8,7,2001,"",2007-11-29,"10661","",2014-10-31,"489998"
"76467649010538","66729240010661",2001,17,111,20007,19,7,2001,"",2007-11-29,"10661","",2014-10-31,"489998"
"76467652010538","66685885010661",2001,17,135,20201,9,7,2001,"",2007-11-29,"10661","",2014-10-31,"489998"
"76467653010538","66689289010661",2001,17,143,20026,24,7,2001,"",2007-11-29,"10661","",2014-10-31,"489998"
"76467654010538","66697242010661",2001,17,153,20003,18,6,2001,"",2007-11-29,"10661","",2014-10-31,"489998"
"76467657010538","66703723010661",2001,17,169,20009,23,7,2001,"",2007-11-29,"10661","",2014-10-31,"489998"
"76467656010538","66704732010661",2001,17,169,20076,23,7,2001,"",2007-11-29,"10661","",2014-10-31,"489998"
"76467658010538","66705574010661",2001,17,173,20083,5,7,2001,"",2007-11-29,"10661","",2014-10-31,"489998"
"76467659010538","66713456010661",2001,17,191,20074,26,6,2001,"",2007-11-29,"10661","",2014-10-31,"489998"
"76467660010538","66682791010661",2001,17,201,20058,20,7,2001,"",2007-11-29,"10661","",2014-10-31,"489998"
"76467637010538","66958211010661",2002,17,3,20029,2,7,2002,"",2007-11-29,"10661","",2014-10-31,"489998"
"76467638010538","66958950010661",2002,17,9,20037,19,6,2002,"",2007-11-29,"10661","",2014-10-31,"489998"
"76467639010538","66961292010661",2002,17,17,20056,20,6,2002,"",2007-11-29,"10661","",2014-10-31,"489998"
"76467640010538","66969159010661",2002,17,51,20081,25,6,2002,"",2007-11-29,"10661","",2014-10-31,"489998"
"76467642010538","66970411010661",2002,17,57,20012,18,6,2002,"",2007-11-29,"10661","",2014-10-31,"489998"
"76467645010538","66944222010661",2002,17,93,20014,17,6,2002,"",2007-11-29,"10661","",2014-10-31,"489998"
"76467648010538","66946709010661",2002,17,101,20010,24,6,2002,"",2007-11-29,"10661","",2014-10-31,"489998"
"76467650010538","66951799010661",2002,17,117,20066,26,6,2002,"",2007-11-29,"10661","",2014-10-31,"489998"
"76467651010538","66974700010661",2002,17,133,20050,27,6,2002,"",2007-11-29,"10661","",2014-10-31,"489998"
"76467655010538","66985620010661",2002,17,165,20054,1,7,2002,"",2007-11-29,"10661","",2014-10-31,"489998"
"71989478010661","70018012010661",2003,17,1,20106,22,7,2003,"",2004-10-12,"10661","",2014-10-31,"489998"
"71989479010661","70019857010661",2003,17,15,20067,11,6,2003,"",2004-10-12,"10661","",2014-10-31,"489998"
"71989480010661","70022665010661",2003,17,33,20077,31,7,2003,"",2004-10-12,"10661","",2014-10-31,"489998"
"71989481010661","70023478010661",2003,17,43,20017,10,6,2003,"",2004-10-12,"10661","",2014-10-31,"489998"
"71989482010661","70024025010661",2003,17,49,20004,30,7,2003,"",2004-10-12,"10661","",2014-10-31,"489998"
